52,0.00323,0.00458,0.00613,0.00721,0.00791,0.00948,0.01108,0.01210,0.01308,0.01445,0.01584,0.01770,0.02024,0.02288,0.02508
57,0.00434,0.00634,0.00872,0.01050,0.01155,0.01330,0.01556,0.01710,0.01869,0.02116,0.02389,0.02721,0.03066,0.03485,0.03862
62,0.00671,0.00956,0.01312,0.01635,0.01770,0.01871,0.02034,0.02270,0.02572,0.02951,0.03482,0.04147,0.04604,0.04932,0.05210
67,0.01019,0.01421,0.01809,0.02129,0.02450,0.02659,0.02910,0.03151,0.03620,0.04289,0.05113,0.05804,0.06302,0.06805,0.07406
72,0.01480,0.01945,0.02423,0.02931,0.03712,0.04594,0.05546,0.06598,0.07737,0.09002,0.10203,0.11598,0.12797,0.13691,0.14748

Table # ,2,,,,,,,,,,,,,,
Table Description:,1955-60 Basic Table – Male. Basis: Age Nearest Birthday. Minimum Ultimate Age: 15. Maximum Ultimate Age: 95,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",15,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,
15,0.00073,,,,,,,,,,,,,,
16,0.00087,,,,,,,,,,,,,,
17,0.00102,,,,,,,,,,,,,,
18,0.00118,,,,,,,,,,,,,,
19,0.00129,,,,,,,,,,,,,,
20,0.00137,,,,,,,,,,,,,,
21,0.00146,,,,,,,,,,,,,,
22,0.00152,,,,,,,,,,,,,,
23,0.00147,,,,,,,,,,,,,,
24,0.00132,,,,,,,,,,,,,,
25,0.00125,,,,,,,,,,,,,,
26,0.00122,,,,,,,,,,,,,,
27,0.00119,,,,,,,,,,,,,,
28,0.00117,,,,,,,,,,,,,,
29,0.00113,,,,,,,,,,,,,,
30,0.00115,,,,,,,,,,,,,,
31,0.00122,,,,,,,,,,,,,,
32,0.00128,,,,,,,,,,,,,,
33,0.00132,,,,,,,,,,,,,,
34,0.00134,,,,,,,,,,,,,,
35,0.00140,,,,,,,,,,,,,,
36,0.00149,,,,,,,,,,,,,,
37,0.00160,,,,,,,,,,,,,,
38,0.00175,,,,,,,,,,,,,,
39,0.00191,,,,,,,,,,,,,,
40,0.00212,,,,,,,,,,,,,,
41,0.00236,,,,,,,,,,,,,,
42,0.00266,,,,,,,,,,,,,,
43,0.00302,,,,,,,,,,,,,,
44,0.00345,,,,,,,,,,,,,,
45,0.00396,,,,,,,,,,,,,,
46,0.00451,,,,,,,,,,,,,,
47,0.00509,,,,,,,,,,,,,,
48,0.00571,,,,,,,,,,,,,,
49,0.00634,,,,,,,,,,,,,,
50,0.00694,,,,,,,,,,,,,,
51,0.00756,,,,,,,,,,,,,,
52,0.00832,,,,,,,,,,,,,,
53,0.00920,,,,,,,,,,,,,,
54,0.01009,,,,,,,,,,,,,,
55,0.01100,,,,,,,,,,,,,,
56,0.01206,,,,,,,,,,,,,,
57,0.01326,,,,,,,,,,,,,,
58,0.01460,,,,,,,,,,,,,,
59,0.01606,,,,,,,,,,,,,,
60,0.01769,,,,,,,,,,,,,,
61,0.01955,,,,,,,,,,,,,,
62,0.02161,,,,,,,,,,,,,,
63,0.02375,,,,,,,,,,,,,,
64,0.02583,,,,,,,,,,,,,,
65,0.02799,,,,,,,,,,,,,,
66,0.03034,,,,,,,,,,,,,,
67,0.03304,,,,,,,,,,,,,,
68,0.03592,,,,,,,,,,,,,,
69,0.03927,,,,,,,,,,,,,,
70,0.04290,,,,,,,,,,,,,,
71,0.04645,,,,,,,,,,,,,,
72,0.04996,,,,,,,,,,,,,,
73,0.05372,,,,,,,,,,,,,,
74,0.05816,,,,,,,,,,,,,,
75,0.06336,,,,,,,,,,,,,,
76,0.06904,,,,,,,,,,,,,,
77,0.07509,,,,,,,,,,,,,,
78,0.08198,,,,,,,,,,,,,,
79,0.08968,,,,,,,,,,,,,,
80,0.09768,,,,,,,,,,,,,,
81,0.10542,,,,,,,,,,,,,,
82,0.11340,,,,,,,,,,,,,,
83,0.12290,,,,,,,,,,,,,,
84,0.13500,,,,,,,,,,,,,,
85,0.14917,,,,,,,,,,,,,,
86,0.16594,,,,,,,,,,,,,,
87,0.18212,,,,,,,,,,,,,,
88,0.19671,,,,,,,,,,,,,,
89,0.21326,,,,,,,,,,,,,,
90,0.22966,,,,,,,,,,,,,,
91,0.24698,,,,,,,,,,,,,,
92,0.26203,,,,,,,,,,,,,,
93,0.27679,,,,,,,,,,,,,,
94,0.30202,,,,,,,,,,,,,,
95,0.33833,,,,,,,,,,,,,,
