"Row, Column (if applicable)->MinScaleValue:",12,1,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",67,15,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",5,1,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12,0.00040,0.00050,0.00059,0.00065,0.00075,0.00082,0.00088,0.00097,0.00102,0.00108,0.00110,0.00112,0.00113,0.00114,0.00116
17,0.00070,0.00084,0.00096,0.00101,0.00106,0.00106,0.00107,0.00107,0.00108,0.00109,0.00112,0.00116,0.00121,0.00128,0.00140
22,0.00065,0.00077,0.00089,0.00094,0.00098,0.00098,0.00098,0.00103,0.00106,0.00111,0.00119,0.00130,0.00141,0.00162,0.00187
27,0.00066,0.00082,0.00097,0.00104,0.00112,0.00117,0.00123,0.00135,0.00145,0.00158,0.00178,0.00196,0.00222,0.00256,0.00295
32,0.00067,0.00091,0.00114,0.00129,0.00149,0.00166,0.00181,0.00206,0.00226,0.00253,0.00295,0.00333,0.00376,0.00429,0.00505
37,0.00097,0.00139,0.00178,0.00207,0.00243,0.00275,0.00300,0.00352,0.00391,0.00437,0.00502,0.00560,0.00616,0.00696,0.00821
42,0.00131,0.00199,0.00274,0.00329,0.00396,0.00447,0.00477,0.00541,0.00603,0.00677,0.00779,0.00873,0.00985,0.01125,0.01326
47,0.00214,0.00316,0.00427,0.00504,0.00595,0.00675,0.00743,0.00872,0.00980,0.01115,0.01297,0.01457,0.01608,0.01821,0.02117
52,0.00286,0.00445,0.00629,0.00774,0.00942,0.01063,0.01137,0.01287,0.01414,0.01567,0.01808,0.02042,0.02324,0.02637,0.03021
57,0.00466,0.00684,0.00952,0.01162,0.01392,0.01542,0.01642,0.01868,0.02063,0.02305,0.02665,0.03030,0.03413,0.03850,0.04360
62,0.00741,0.01054,0.01433,0.01691,0.01992,0.02226,0.02451,0.02898,0.03282,0.03640,0.04029,0.04360,0.04820,0.05467,0.06375
67,0.01137,0.01613,0.02050,0.02333,0.02753,0.03143,0.03590,0.04220,0.04729,0.05280,0.05832,0.06385,0.07188,0.08389,0.09869

Table # ,2,,,,,,,,,,,,,,
Table Description:,1946-49 Basic Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 25 Maximum Ultimate Age: 95,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,
25,0.00114,,,,,,,,,,,,,,
26,0.00115,,,,,,,,,,,,,,
27,0.00118,,,,,,,,,,,,,,
28,0.00122,,,,,,,,,,,,,,
29,0.00126,,,,,,,,,,,,,,
30,0.00131,,,,,,,,,,,,,,
31,0.00138,,,,,,,,,,,,,,
32,0.00146,,,,,,,,,,,,,,
33,0.00154,,,,,,,,,,,,,,
34,0.00162,,,,,,,,,,,,,,
35,0.00172,,,,,,,,,,,,,,
36,0.00183,,,,,,,,,,,,,,
37,0.00196,,,,,,,,,,,,,,
38,0.00212,,,,,,,,,,,,,,
39,0.00232,,,,,,,,,,,,,,
40,0.00256,,,,,,,,,,,,,,
41,0.00285,,,,,,,,,,,,,,
42,0.00319,,,,,,,,,,,,,,
43,0.00358,,,,,,,,,,,,,,
44,0.00402,,,,,,,,,,,,,,
45,0.00450,,,,,,,,,,,,,,
46,0.00502,,,,,,,,,,,,,,
47,0.00557,,,,,,,,,,,,,,
48,0.00618,,,,,,,,,,,,,,
49,0.00684,,,,,,,,,,,,,,
50,0.00757,,,,,,,,,,,,,,
51,0.00839,,,,,,,,,,,,,,
52,0.00929,,,,,,,,,,,,,,
53,0.01031,,,,,,,,,,,,,,
54,0.01144,,,,,,,,,,,,,,
55,0.01271,,,,,,,,,,,,,,
56,0.01412,,,,,,,,,,,,,,
57,0.01567,,,,,,,,,,,,,,
58,0.01735,,,,,,,,,,,,,,
59,0.01915,,,,,,,,,,,,,,
60,0.02105,,,,,,,,,,,,,,
61,0.02305,,,,,,,,,,,,,,
62,0.02516,,,,,,,,,,,,,,
63,0.02737,,,,,,,,,,,,,,
64,0.02968,,,,,,,,,,,,,,
65,0.03210,,,,,,,,,,,,,,
66,0.03465,,,,,,,,,,,,,,
67,0.03738,,,,,,,,,,,,,,
68,0.04033,,,,,,,,,,,,,,
69,0.04357,,,,,,,,,,,,,,
70,0.04714,,,,,,,,,,,,,,
71,0.05105,,,,,,,,,,,,,,
72,0.05534,,,,,,,,,,,,,,
73,0.05999,,,,,,,,,,,,,,
74,0.06503,,,,,,,,,,,,,,
75,0.07045,,,,,,,,,,,,,,
76,0.07627,,,,,,,,,,,,,,
77,0.08255,,,,,,,,,,,,,,
78,0.08938,,,,,,,,,,,,,,
79,0.09695,,,,,,,,,,,,,,
80,0.10545,,,,,,,,,,,,,,
81,0.11503,,,,,,,,,,,,,,
82,0.12567,,,,,,,,,,,,,,
83,0.13720,,,,,,,,,,,,,,
84,0.14931,,,,,,,,,,,,,,
85,0.16168,,,,,,,,,,,,,,
86,0.17420,,,,,,,,,,,,,,
87,0.18680,,,,,,,,,,,,,,
88,0.19942,,,,,,,,,,,,,,
89,0.21204,,,,,,,,,,,,,,
90,0.22466,,,,,,,,,,,,,,
91,0.23728,,,,,,,,,,,,,,
92,0.24990,,,,,,,,,,,,,,
93,0.26252,,,,,,,,,,,,,,
94,0.27514,,,,,,,,,,,,,,
95,0.28776,,,,,,,,,,,,,,
