Table Name:,"1985-90 Basic Table - Female, ANB",,,,,,,,,,,,,,,,,,,,,,,,
95,0.18113,0.20793,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
96,0.20697,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
97,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
98,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
99,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,1985-90 Basic Table – Female. Basis: Age Nearest Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 124,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",124,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00128,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00141,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00173,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00192,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00213,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00235,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00259,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00286,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00319,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00355,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00387,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00420,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00455,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00500,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00557,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00620,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00685,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00740,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00796,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00861,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00936,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01016,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01098,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01185,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01295,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01429,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01580,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01759,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01958,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02151,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02360,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02584,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02794,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03028,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03348,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03765,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04281,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04855,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05483,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06101,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06635,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07156,,,,,,,,,,,,,,,,,,,,,,,,
86,0.07843,,,,,,,,,,,,,,,,,,,,,,,,
87,0.08820,,,,,,,,,,,,,,,,,,,,,,,,
88,0.10131,,,,,,,,,,,,,,,,,,,,,,,,
89,0.11865,,,,,,,,,,,,,,,,,,,,,,,,
90,0.13909,,,,,,,,,,,,,,,,,,,,,,,,
91,0.15907,,,,,,,,,,,,,,,,,,,,,,,,
92,0.17591,,,,,,,,,,,,,,,,,,,,,,,,
93,0.18599,,,,,,,,,,,,,,,,,,,,,,,,
94,0.19022,,,,,,,,,,,,,,,,,,,,,,,,
95,0.20391,,,,,,,,,,,,,,,,,,,,,,,,
96,0.21920,,,,,,,,,,,,,,,,,,,,,,,,
97,0.23619,,,,,,,,,,,,,,,,,,,,,,,,
98,0.25508,,,,,,,,,,,,,,,,,,,,,,,,
99,0.27613,,,,,,,,,,,,,,,,,,,,,,,,
100,0.29960,,,,,,,,,,,,,,,,,,,,,,,,
101,0.32656,,,,,,,,,,,,,,,,,,,,,,,,
102,0.35758,,,,,,,,,,,,,,,,,,,,,,,,
103,0.39334,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43464,,,,,,,,,,,,,,,,,,,,,,,,
105,0.48245,,,,,,,,,,,,,,,,,,,,,,,,
106,0.54034,,,,,,,,,,,,,,,,,,,,,,,,
107,0.61058,,,,,,,,,,,,,,,,,,,,,,,,
108,0.69606,,,,,,,,,,,,,,,,,,,,,,,,
109,0.80047,,,,,,,,,,,,,,,,,,,,,,,,
110,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
111,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
112,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
113,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
114,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
115,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
116,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
117,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
118,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
119,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
120,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
121,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
122,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
123,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
124,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
