
Table # ,1,,,,,,,,,,,,,,
Table Description:,1955-60 Basic Table – Female. Basis: Age Nearest Birthday. Minimum Select Age: 10-14. Maximum Select Age: 70 and Over.,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",12,1,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",72,15,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",5,1,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12,0.00011,0.00015,0.00019,0.00022,0.00025,0.00029,0.00033,0.00036,0.00037,0.00038,0.00040,0.00041,0.00043,0.00045,0.00047
17,0.00021,0.00025,0.00034,0.00036,0.00038,0.00039,0.00041,0.00042,0.00044,0.00045,0.00046,0.00047,0.00049,0.00052,0.00057
22,0.00031,0.00039,0.00048,0.00052,0.00054,0.00056,0.00058,0.00060,0.00062,0.00065,0.00069,0.00075,0.00080,0.00090,0.00102
27,0.00032,0.00040,0.00048,0.00053,0.00057,0.00062,0.00067,0.00071,0.00078,0.00084,0.00092,0.00099,0.00109,0.00122,0.00137
32,0.00045,0.00059,0.00075,0.00086,0.00093,0.00104,0.00118,0.00132,0.00146,0.00162,0.00177,0.00195,0.00214,0.00237,0.00264
37,0.00051,0.00076,0.00101,0.00125,0.00140,0.00160,0.00191,0.00210,0.00229,0.00245,0.00261,0.00272,0.00283,0.00293,0.00320
42,0.00073,0.00113,0.00157,0.00195,0.00220,0.00251,0.00281,0.00305,0.00329,0.00353,0.00376,0.00399,0.00465,0.00525,0.00579
47,0.00117,0.00158,0.00228,0.00267,0.00304,0.00348,0.00395,0.00433,0.00474,0.00517,0.00562,0.00608,0.00692,0.00758,0.00889
52,0.00141,0.00200,0.00285,0.00352,0.00405,0.00457,0.00533,0.00577,0.00633,0.00667,0.00787,0.00887,0.01027,0.01167,0.01337
57,0.00222,0.00330,0.00459,0.00547,0.00603,0.00648,0.00727,0.00786,0.00881,0.01023,0.01247,0.01426,0.01675,0.01835,0.02016
62,0.00321,0.00496,0.00721,0.00884,0.01016,0.01140,0.01280,0.01377,0.01474,0.01580,0.01740,0.01966,0.02216,0.02437,0.02686
67,0.00512,0.00791,0.01013,0.01346,0.01598,0.01822,0.02050,0.02272,0.02495,0.02746,0.02916,0.03109,0.03407,0.03670,0.03881
72,0.00740,0.01000,0.01279,0.01589,0.02064,0.02618,0.03239,0.03946,0.04735,0.05635,0.06530,0.07585,0.08548,0.09351,0.10324

Table # ,2,,,,,,,,,,,,,,
Table Description:,1955-60 Basic Table – Female. Basis: Age Nearest Birthday. Minimum Ultimate Age: 15. Maximum Ultimate Age: 95,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",15,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,
15,0.00036,,,,,,,,,,,,,,
16,0.00036,,,,,,,,,,,,,,
17,0.00037,,,,,,,,,,,,,,
18,0.00038,,,,,,,,,,,,,,
19,0.00040,,,,,,,,,,,,,,
20,0.00041,,,,,,,,,,,,,,
21,0.00044,,,,,,,,,,,,,,
22,0.00048,,,,,,,,,,,,,,
23,0.00053,,,,,,,,,,,,,,
24,0.00060,,,,,,,,,,,,,,
25,0.00066,,,,,,,,,,,,,,
26,0.00070,,,,,,,,,,,,,,
27,0.00070,,,,,,,,,,,,,,
28,0.00070,,,,,,,,,,,,,,
29,0.00071,,,,,,,,,,,,,,
30,0.00075,,,,,,,,,,,,,,
31,0.00083,,,,,,,,,,,,,,
32,0.00093,,,,,,,,,,,,,,
33,0.00104,,,,,,,,,,,,,,
34,0.00114,,,,,,,,,,,,,,
35,0.00121,,,,,,,,,,,,,,
36,0.00123,,,,,,,,,,,,,,
37,0.00125,,,,,,,,,,,,,,
38,0.00129,,,,,,,,,,,,,,
39,0.00137,,,,,,,,,,,,,,
40,0.00147,,,,,,,,,,,,,,
41,0.00159,,,,,,,,,,,,,,
42,0.00174,,,,,,,,,,,,,,
43,0.00191,,,,,,,,,,,,,,
44,0.00210,,,,,,,,,,,,,,
45,0.00232,,,,,,,,,,,,,,
46,0.00258,,,,,,,,,,,,,,
47,0.00288,,,,,,,,,,,,,,
48,0.00320,,,,,,,,,,,,,,
49,0.00352,,,,,,,,,,,,,,
50,0.00384,,,,,,,,,,,,,,
51,0.00415,,,,,,,,,,,,,,
52,0.00448,,,,,,,,,,,,,,
53,0.00484,,,,,,,,,,,,,,
54,0.00523,,,,,,,,,,,,,,
55,0.00567,,,,,,,,,,,,,,
56,0.00616,,,,,,,,,,,,,,
57,0.00670,,,,,,,,,,,,,,
58,0.00727,,,,,,,,,,,,,,
59,0.00787,,,,,,,,,,,,,,
60,0.00852,,,,,,,,,,,,,,
61,0.00921,,,,,,,,,,,,,,
62,0.01000,,,,,,,,,,,,,,
63,0.01083,,,,,,,,,,,,,,
64,0.01181,,,,,,,,,,,,,,
65,0.01307,,,,,,,,,,,,,,
66,0.01472,,,,,,,,,,,,,,
67,0.01680,,,,,,,,,,,,,,
68,0.01928,,,,,,,,,,,,,,
69,0.02228,,,,,,,,,,,,,,
70,0.02569,,,,,,,,,,,,,,
71,0.02943,,,,,,,,,,,,,,
72,0.03343,,,,,,,,,,,,,,
73,0.03730,,,,,,,,,,,,,,
74,0.04072,,,,,,,,,,,,,,
75,0.04359,,,,,,,,,,,,,,
76,0.04636,,,,,,,,,,,,,,
77,0.04938,,,,,,,,,,,,,,
78,0.05345,,,,,,,,,,,,,,
79,0.05901,,,,,,,,,,,,,,
80,0.06603,,,,,,,,,,,,,,
81,0.07380,,,,,,,,,,,,,,
82,0.07938,,,,,,,,,,,,,,
83,0.08603,,,,,,,,,,,,,,
84,0.09450,,,,,,,,,,,,,,
85,0.10740,,,,,,,,,,,,,,
86,0.12280,,,,,,,,,,,,,,
87,0.13841,,,,,,,,,,,,,,
88,0.15343,,,,,,,,,,,,,,
89,0.17061,,,,,,,,,,,,,,
90,0.18832,,,,,,,,,,,,,,
91,0.20747,,,,,,,,,,,,,,
92,0.22534,,,,,,,,,,,,,,
93,0.24358,,,,,,,,,,,,,,
94,0.27182,,,,,,,,,,,,,,
95,0.31126,,,,,,,,,,,,,,
